state_name,district,latitude,longitude,elevation_m,status,terrain_class,terrain_data_source
Uttarakhand,Tehri Garhwal,30.465629653611515,78.48394960148289,1709.0,success_srtm30m,hilly,SRTM30m
Uttarakhand,Udam Singh Nagar,29.045758556089925,79.43388335411915,231.0,success_srtm30m,non_hilly,SRTM30m
Uttarakhand,Uttar Kashi,30.965148725470307,78.6342315703518,4494.0,success_srtm30m,hilly,SRTM30m
Uttar Pradesh,Agra,27.07550431517351,77.89109193240543,171.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Aligarh,27.87556670797523,78.1357490744855,187.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Prayagraj,25.27930905363276,81.90356070399068,97.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Ambedkar Nagar,26.40457629889788,82.60657315629338,90.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Auraiya,26.6558278913632,79.51607225067536,141.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Azamgarh,26.02361760870231,83.02936002911619,81.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Baghpat,29.03751796150414,77.30626185131042,229.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Bahraich,27.731414409099507,81.49427945487821,124.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Ballia,25.874497213580582,84.12087187965025,66.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Balrampur,27.44768331230472,82.39568358257726,101.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Banda,25.4438606022312,80.55956696584724,125.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Barabanki,26.942132403292756,81.38567361722129,120.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Bareilly,28.45830136564176,79.40471915847962,174.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Basti,26.83872497444947,82.53511113130764,92.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Bijnor,29.40695770696666,78.48240772066686,241.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Budaun,28.064970932222923,79.04384096144315,175.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Bulandshahr,28.387444484359293,77.97437550126219,202.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Chandauli,25.12579941401688,83.24986192779629,80.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Chitrakoot,25.21722005287541,81.08760109861652,130.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Deoria,26.42393203521394,83.76422673408919,81.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Etah,27.555019502064468,78.59922872988683,172.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Etawah,26.715550593336616,79.09168713942415,148.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Ayodhya,26.63860148055892,82.05814036926479,103.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Farrukhabad,27.436210962164587,79.48948380451634,153.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Fatehpur,25.83479623721236,80.91549422042696,111.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Firozabad,27.19418805160479,78.46051349831369,165.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Gautam Buddha Nagar,28.369705955292456,77.56394695114217,202.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Ghaziabad,28.767927453582924,77.46038775678466,220.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Ghazipur,25.60346053749257,83.50763663180416,72.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Gonda,27.110336464124345,81.92390786813169,104.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Gorakhpur,26.667359974172264,83.36422385674115,81.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Hamirpur,25.81981680503323,79.86637748085448,115.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Hardoi,27.337002353309902,80.09985284682546,141.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Jalaun,26.1044653162573,79.39352085208569,143.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Jaunpur,25.79666699712517,82.48893926166707,81.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Jhansi,25.53016399834573,78.6527458271076,204.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Amroha,28.758217750616303,78.28358039765304,207.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Kannauj,26.99877344070493,79.69276316683592,140.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Kanpur Dehat,26.458565894611304,79.85482736235873,138.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Kanpur Nagar,26.44159054910463,80.26485389151989,131.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Kaushambi,25.53442261259781,81.44944455365246,106.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Kheri,28.183457851531458,80.71314551778426,150.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Kushi Nagar,26.924239019431766,83.8320348978958,90.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Lalitpur,24.700311190898343,78.51859920770217,356.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Lucknow,26.831236404786136,80.91744434717515,124.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Hathras,27.5724552300802,78.11162503711301,179.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Maharajganj,27.183728401961204,83.49179618192923,91.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Mahoba,25.359745444745727,79.70451053197725,173.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Mainpuri,27.20931787475651,79.06253994592986,157.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Mathura,27.600241103110854,77.58838044141501,185.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Mau,26.039009926878755,83.4986307334739,70.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Meerut,29.01412987773992,77.76530682774955,226.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Mirzapur,24.93167268323516,82.62806229468295,241.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Moradabad,28.879727967870227,78.78439863782489,193.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Muzaffarnagar,29.44974225871912,77.74292853169634,247.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Pilibhit,28.4942638299873,80.10782628179233,182.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Pratapgarh,25.876672218670848,81.83180261088658,100.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Rae Bareli,26.20862426963012,81.21866454608254,110.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Rampur,28.79351246370353,79.18458712720457,187.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Saharanpur,29.985448327165848,77.50554572045829,283.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Sant Kabeer Nagar,26.7550416881505,83.03988830258768,82.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Bhadohi,25.357344174113585,82.50034322560958,87.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Shahjahanpur,27.91288448307091,79.7476579519969,152.0,success_srtm30m,non_hilly,SRTM30m
Uttar Pradesh,Shravasti,27.678619891799244,81.8929720316789,121.0,success_srtm30m,non_hilly,SRTM30m
West Bengal,Dinajpur Uttar,25.871239903304925,87.96334810274564,42.0,success_srtm30m,non_hilly,SRTM30m
West Bengal,Hooghly,22.90869080587081,88.01097455433043,19.0,success_srtm30m,non_hilly,SRTM30m
West Bengal,Howrah,22.49989852575684,88.03694274831486,4.0,success_srtm30m,non_hilly,SRTM30m
West Bengal,Jalpaiguri,26.626519749702744,88.73084186792494,90.0,success_srtm30m,non_hilly,SRTM30m
West Bengal,Kolkata,22.542077940188143,88.35135425855606,12.0,success_srtm30m,non_hilly,SRTM30m
West Bengal,Maldah,25.09666357971449,88.11272679844473,30.0,success_srtm30m,non_hilly,SRTM30m
West Bengal,Medinipur East,22.10255532446467,87.90915123997507,6.0,success_srtm30m,non_hilly,SRTM30m
West Bengal,Medinipur West,22.35957089590417,87.41053208066228,25.0,success_srtm30m,non_hilly,SRTM30m
West Bengal,Murshidabad,24.29147692178723,88.37295062680874,24.0,success_srtm30m,non_hilly,SRTM30m
West Bengal,Nadia,23.485204171322376,88.55721840771179,17.0,success_srtm30m,non_hilly,SRTM30m
West Bengal,Purulia,23.20185821762064,86.32248660231207,274.0,success_srtm30m,non_hilly,SRTM30m
West Bengal,Alipurduar,26.62959844968537,89.4478295680746,93.0,success_srtm30m,non_hilly,SRTM30m
West Bengal,Kalimpong,27.026137798611337,88.6447116710479,1441.0,success_srtm30m,hilly,SRTM30m
West Bengal,Jhargram,22.33157473340332,86.99354275772322,61.0,success_srtm30m,non_hilly,SRTM30m
West Bengal,Paschim Bardhaman,23.643096942482423,87.16375558835648,88.0,success_srtm30m,non_hilly,SRTM30m
Jammu & Kashmir,Mirpur,33.2320761965823,73.82131579962783,380.0,success_srtm30m,non_hilly,SRTM30m
Jammu & Kashmir,Muzaffarabad,34.54157019283275,73.68395449703658,3545.0,success_srtm30m,hilly,SRTM30m
Maharashtra,Mumbai,18.97117845312565,72.8266485109371,6.0,success_srtm30m,non_hilly,SRTM30m
